Year,County,Ten-Year Age Groups Code,Gender,Race,Deaths,Population,Crude Rate,,,Ten-Year Age Groups Code
2015,"Sacramento County, CA",35-44,Male,White,153,64333,237.82507,,,35-44
2015,"Sacramento County, CA",45-54,Female,Asian or Pacific Islander,45,18725,240.32043,,,45-54
2015,"Sacramento County, CA",45-54,Female,Black or African American,53,11826,448.16506,,,45-54
2015,"Sacramento County, CA",45-54,Female,White,192,68269,281.24039,,,45-54
2015,"Sacramento County, CA",45-54,Male,Asian or Pacific Islander,43,16521,260.2748,,,45-54
2015,"Sacramento County, CA",45-54,Male,Black or African American,82,11087,739.60494,,,45-54
2015,"Sacramento County, CA",45-54,Male,White,324,67344,481.1119,,,45-54
2015,"Sacramento County, CA",55-64,Female,Asian or Pacific Islander,70,16274,430.13396,,,55-64
2015,"Sacramento County, CA",55-64,Female,Black or African American,98,10260,955.16569,,,55-64
2015,"Sacramento County, CA",55-64,Female,White,456,67500,675.55556,,,55-64
2015,"Sacramento County, CA",55-64,Male,American Indian or Alaska Native,13,1290,Unreliable,,,55-64
2015,"Sacramento County, CA",55-64,Male,Asian or Pacific Islander,105,13926,753.98535,,,55-64
2015,"Sacramento County, CA",55-64,Male,Black or African American,141,8713,1618.27155,,,55-64
2015,"Sacramento County, CA",55-64,Male,White,731,61496,1188.6952,,,55-64
2015,"Sacramento County, CA",65-74,Female,American Indian or Alaska Native,14,814,Unreliable,,,65-74
2015,"Sacramento County, CA",65-74,Female,Asian or Pacific Islander,93,10367,897.07726,,,65-74
2015,"Sacramento County, CA",65-74,Female,Black or African American,103,5400,1907.40741,,,65-74
2015,"Sacramento County, CA",65-74,Female,White,676,45832,1474.952,,,65-74
2015,"Sacramento County, CA",65-74,Male,American Indian or Alaska Native,16,675,Unreliable,,,65-74
2015,"Sacramento County, CA",65-74,Male,Asian or Pacific Islander,129,8340,1546.76259,,,65-74
2015,"Sacramento County, CA",65-74,Male,Black or African American,129,4201,3070.69745,,,65-74
2015,"Sacramento County, CA",65-74,Male,White,855,38685,2210.15898,,,65-74
2015,"Sacramento County, CA",75-84,Female,American Indian or Alaska Native,13,293,Unreliable,,,75-84
2015,"Sacramento County, CA",75-84,Female,Asian or Pacific Islander,159,5505,2888.28338,,,75-84
2015,"Sacramento County, CA",75-84,Female,Black or African American,126,2800,4500,,,75-84
2015,"Sacramento County, CA",75-84,Female,White,1041,24014,4334.97127,,,75-84
2015,"Sacramento County, CA",75-84,Male,Asian or Pacific Islander,153,3884,3939.2379,,,75-84
2015,"Sacramento County, CA",75-84,Male,Black or African American,127,1982,6407.66902,,,75-84
2015,"Sacramento County, CA",75-84,Male,White,891,17888,4980.99284,,,75-84
2015,"Sacramento County, CA",85+,Female,Asian or Pacific Islander,219,2784,7866.37931,,,85+
2015,"Sacramento County, CA",85+,Female,Black or African American,125,1042,11996.16123,,,85+
2015,"Sacramento County, CA",85+,Female,White,1959,13728,14270.1049,,,85+
2015,"Sacramento County, CA",85+,Male,Asian or Pacific Islander,159,1512,10515.87302,,,85+
2015,"Sacramento County, CA",85+,Male,Black or African American,62,548,11313.86861,,,85+
2015,"Sacramento County, CA",85+,Male,White,1163,7439,15633.82175,,,85+
2015,"San Benito County, CA",45-54,Male,White,13,3652,Unreliable,,,45-54
2015,"San Benito County, CA",55-64,Female,White,13,3227,Unreliable,,,55-64
2015,"San Benito County, CA",55-64,Male,White,24,3243,740.0555,,,55-64
2015,"San Benito County, CA",65-74,Female,White,26,1961,1325.85416,,,65-74
2015,"San Benito County, CA",65-74,Male,White,34,1878,1810.43663,,,65-74
2015,"San Benito County, CA",75-84,Female,White,31,911,3402.85401,,,75-84
2015,"San Benito County, CA",75-84,Male,White,35,790,4430.37975,,,75-84
2015,"San Benito County, CA",85+,Female,White,56,527,10626.18596,,,85+
2015,"San Benito County, CA",85+,Male,White,41,317,12933.75394,,,85+
2015,"San Bernardino County, CA",1,Female,Black or African American,15,1786,Unreliable,,,1
2015,"San Bernardino County, CA",1,Female,White,58,11582,500.77707,,,1
2015,"San Bernardino County, CA",1,Male,Black or African American,13,1894,Unreliable,,,1
2015,"San Bernardino County, CA",1,Male,White,71,12102,586.67989,,,1
2015,"San Bernardino County, CA",1-4,Female,White,11,47931,Unreliable,,,43834
2015,"San Bernardino County, CA",1-4,Male,White,15,50261,Unreliable,,,43834
2015,"San Bernardino County, CA",5-14,Female,White,13,122446,Unreliable,,,43965
2015,"San Bernardino County, CA",5-14,Male,White,12,128593,Unreliable,,,43965
2015,"San Bernardino County, CA",15-24,Female,Black or African American,12,18669,Unreliable,,,15-24
2015,"San Bernardino County, CA",15-24,Female,White,47,126493,37.15621,,,15-24
2015,"San Bernardino County, CA",15-24,Male,Black or African American,27,20048,134.67678,,,15-24
2015,"San Bernardino County, CA",15-24,Male,White,102,136868,74.52436,,,15-24
2015,"San Bernardino County, CA",25-34,Female,Asian or Pacific Islander,10,13712,Unreliable,,,25-34
2015,"San Bernardino County, CA",25-34,Female,Black or African American,19,17345,Unreliable,,,25-34
2015,"San Bernardino County, CA",25-34,Female,White,88,119131,73.86826,,,25-34
2015,"San Bernardino County, CA",25-34,Male,Asian or Pacific Islander,14,13091,Unreliable,,,25-34
2015,"San Bernardino County, CA",25-34,Male,Black or African American,33,16800,196.42857,,,25-34
2015,"San Bernardino County, CA",25-34,Male,White,186,125239,148.51604,,,25-34
2015,"San Bernardino County, CA",35-44,Female,Black or African American,24,13350,179.77528,,,35-44
2015,"San Bernardino County, CA",35-44,Female,White,122,106890,114.13603,,,35-44
2015,"San Bernardino County, CA",35-44,Male,Asian or Pacific Islander,16,12302,Unreliable,,,35-44
2015,"San Bernardino County, CA",35-44,Male,Black or African American,30,12103,247.87243,,,35-44
2015,"San Bernardino County, CA",35-44,Male,White,218,106888,203.9518,,,35-44
2015,"San Bernardino County, CA",45-54,Female,Asian or Pacific Islander,23,13366,172.07841,,,45-54
2015,"San Bernardino County, CA",45-54,Female,Black or African American,74,14577,507.64904,,,45-54
2015,"San Bernardino County, CA",45-54,Female,White,323,106852,302.28728,,,45-54
2015,"San Bernardino County, CA",45-54,Male,Asian or Pacific Islander,18,11497,Unreliable,,,45-54
2015,"San Bernardino County, CA",45-54,Male,Black or African American,89,12689,701.39491,,,45-54
2015,"San Bernardino County, CA",45-54,Male,White,559,107019,522.33716,,,45-54
2015,"San Bernardino County, CA",55-64,Female,American Indian or Alaska Native,12,2493,Unreliable,,,55-64
2015,"San Bernardino County, CA",55-64,Female,Asian or Pacific Islander,37,11926,310.24652,,,55-64
2015,"San Bernardino County, CA",55-64,Female,Black or African American,110,12185,902.74928,,,55-64
2015,"San Bernardino County, CA",55-64,Female,White,684,94030,727.42742,,,55-64
2015,"San Bernardino County, CA",55-64,Male,American Indian or Alaska Native,13,2386,Unreliable,,,55-64
2015,"San Bernardino County, CA",55-64,Male,Asian or Pacific Islander,44,10055,437.59324,,,55-64
2015,"San Bernardino County, CA",55-64,Male,Black or African American,163,10246,1590.86473,,,55-64
2015,"San Bernardino County, CA",55-64,Male,White,1043,90065,1158.05252,,,55-64
2015,"San Bernardino County, CA",65-74,Female,American Indian or Alaska Native,18,1192,Unreliable,,,65-74
2015,"San Bernardino County, CA",65-74,Female,Asian or Pacific Islander,63,7560,833.33333,,,65-74
2015,"San Bernardino County, CA",65-74,Female,Black or African American,128,6604,1938.21926,,,65-74
2015,"San Bernardino County, CA",65-74,Female,White,937,57830,1620.2663,,,65-74
2015,"San Bernardino County, CA",65-74,Male,American Indian or Alaska Native,13,1052,Unreliable,,,65-74
2015,"San Bernardino County, CA",65-74,Male,Asian or Pacific Islander,68,6144,1106.77083,,,65-74
2015,"San Bernardino County, CA",65-74,Male,Black or African American,176,5428,3242.44657,,,65-74
2015,"San Bernardino County, CA",65-74,Male,White,1258,52630,2390.27171,,,65-74
2015,"San Bernardino County, CA",75-84,Female,American Indian or Alaska Native,10,472,Unreliable,,,75-84
2015,"San Bernardino County, CA",75-84,Female,Asian or Pacific Islander,79,3408,2318.07512,,,75-84
2015,"San Bernardino County, CA",75-84,Female,Black or African American,122,3082,3958.46853,,,75-84
2015,"San Bernardino County, CA",75-84,Female,White,1280,29601,4324.17824,,,75-84
2015,"San Bernardino County, CA",75-84,Male,American Indian or Alaska Native,16,385,Unreliable,,,75-84
2015,"San Bernardino County, CA",75-84,Male,Asian or Pacific Islander,69,2496,2764.42308,,,75-84
2015,"San Bernardino County, CA",75-84,Male,Black or African American,145,2235,6487.69575,,,75-84
2015,"San Bernardino County, CA",75-84,Male,White,1353,22790,5936.81439,,,75-84
2015,"San Bernardino County, CA",85+,Female,Asian or Pacific Islander,109,1345,8104.08922,,,85+
2015,"San Bernardino County, CA",85+,Female,Black or African American,122,1017,11996.06686,,,85+
2015,"San Bernardino County, CA",85+,Female,White,1893,13923,13596.20771,,,85+
2015,"San Bernardino County, CA",85+,Male,American Indian or Alaska Native,14,107,Unreliable,,,85+
2015,"San Bernardino County, CA",85+,Male,Asian or Pacific Islander,58,750,7733.33333,,,85+
2015,"San Bernardino County, CA",85+,Male,Black or African American,60,550,10909.09091,,,85+
2015,"San Bernardino County, CA",85+,Male,White,1148,7859,14607.45642,,,85+
2015,"San Diego County, CA",1,Female,White,51,16786,303.82462,,,1
2015,"San Diego County, CA",1,Male,Black or African American,13,1735,Unreliable,,,1
2015,"San Diego County, CA",1,Male,White,75,17597,426.20901,,,1
2015,"San Diego County, CA",5-14,Female,White,10,148927,Unreliable,,,43965
2015,"San Diego County, CA",5-14,Male,White,24,154674,15.51651,,,43965
2015,"San Diego County, CA",15-24,Female,White,51,168476,30.27137,,,15-24
2015,"San Diego County, CA",15-24,Male,Asian or Pacific Islander,12,31145,Unreliable,,,15-24
2015,"San Diego County, CA",15-24,Male,Black or African American,22,21154,103.99924,,,15-24
2015,"San Diego County, CA",15-24,Male,White,142,203986,69.61262,,,15-24
2015,"San Diego County, CA",25-34,Female,Asian or Pacific Islander,15,42202,Unreliable,,,25-34
2015,"San Diego County, CA",25-34,Female,White,69,194151,35.53935,,,25-34
2015,"San Diego County, CA",25-34,Male,Asian or Pacific Islander,19,39910,Unreliable,,,25-34
2015,"San Diego County, CA",25-34,Male,Black or African American,24,21257,112.90398,,,25-34
2015,"San Diego County, CA",25-34,Male,White,191,213436,89.48818,,,25-34
2015,"San Diego County, CA",35-44,Female,Asian or Pacific Islander,14,37050,Unreliable,,,35-44
2015,"San Diego County, CA",35-44,Female,Black or African American,15,12118,Unreliable,,,35-44
2015,"San Diego County, CA",35-44,Female,White,124,161003,77.0172,,,35-44
2015,"San Diego County, CA",35-44,Male,Asian or Pacific Islander,32,32228,99.29254,,,35-44
2015,"San Diego County, CA",35-44,Male,Black or African American,36,14896,241.67562,,,35-44
2015,"San Diego County, CA",35-44,Male,White,216,168430,128.24319,,,35-44
2015,"San Diego County, CA",45-54,Female,Asian or Pacific Islander,52,32732,158.86594,,,45-54
2015,"San Diego County, CA",45-54,Female,Black or African American,44,11715,375.58685,,,45-54
2015,"San Diego County, CA",45-54,Female,White,372,166775,223.05501,,,45-54
2015,"San Diego County, CA",45-54,Male,American Indian or Alaska Native,16,3141,Unreliable,,,45-54
2015,"San Diego County, CA",45-54,Male,Asian or Pacific Islander,76,27536,276.00232,,,45-54
2015,"San Diego County, CA",45-54,Male,Black or African American,60,13290,451.46727,,,45-54
2015,"San Diego County, CA",45-54,Male,White,618,168679,366.37637,,,45-54
2015,"San Diego County, CA",55-64,Female,American Indian or Alaska Native,12,2508,Unreliable,,,55-64
2015,"San Diego County, CA",55-64,Female,Asian or Pacific Islander,102,28058,363.53268,,,55-64
2015,"San Diego County, CA",55-64,Female,Black or African American,94,9786,960.5559,,,55-64
2015,"San Diego County, CA",55-64,Female,White,801,156272,512.56783,,,55-64
2015,"San Diego County, CA",55-64,Male,American Indian or Alaska Native,18,2409,Unreliable,,,55-64
2015,"San Diego County, CA",55-64,Male,Asian or Pacific Islander,117,21830,535.95969,,,55-64
2015,"San Diego County, CA",55-64,Male,Black or African American,154,10391,1482.05178,,,55-64
2015,"San Diego County, CA",55-64,Male,White,1269,150657,842.31068,,,55-64
2015,"San Diego County, CA",65-74,Female,American Indian or Alaska Native,14,1184,Unreliable,,,65-74
2015,"San Diego County, CA",65-74,Female,Asian or Pacific Islander,121,18169,665.96951,,,65-74
2015,"San Diego County, CA",65-74,Female,Black or African American,90,5117,1758.84307,,,65-74
2015,"San Diego County, CA",65-74,Female,White,1236,106255,1163.23938,,,65-74
2015,"San Diego County, CA",65-74,Male,American Indian or Alaska Native,14,1118,Unreliable,,,65-74
2015,"San Diego County, CA",65-74,Male,Asian or Pacific Islander,141,12947,1089.05538,,,65-74
2015,"San Diego County, CA",65-74,Male,Black or African American,99,4581,2161.1002,,,65-74
2015,"San Diego County, CA",65-74,Male,White,1699,95357,1781.72552,,,65-74
2015,"San Diego County, CA",75-84,Female,American Indian or Alaska Native,10,554,Unreliable,,,75-84
2015,"San Diego County, CA",75-84,Female,Asian or Pacific Islander,256,10376,2467.23207,,,75-84
2015,"San Diego County, CA",75-84,Female,Black or African American,95,2685,3538.17505,,,75-84
2015,"San Diego County, CA",75-84,Female,White,1965,57460,3419.77027,,,75-84
2015,"San Diego County, CA",75-84,Male,American Indian or Alaska Native,13,426,Unreliable,,,75-84
2015,"San Diego County, CA",75-84,Male,Asian or Pacific Islander,196,6482,3023.7581,,,75-84
2015,"San Diego County, CA",75-84,Male,Black or African American,118,2229,5293.85375,,,75-84
2015,"San Diego County, CA",75-84,Male,White,2085,44518,4683.49881,,,75-84
2015,"San Diego County, CA",85+,Female,American Indian or Alaska Native,12,195,Unreliable,,,85+
2015,"San Diego County, CA",85+,Female,Asian or Pacific Islander,285,4119,6919.15513,,,85+
2015,"San Diego County, CA",85+,Female,Black or African American,113,1039,10875.84216,,,85+
2015,"San Diego County, CA",85+,Female,White,4168,34123,12214.63529,,,85+
2015,"San Diego County, CA",85+,Male,American Indian or Alaska Native,10,129,Unreliable,,,85+
2015,"San Diego County, CA",85+,Male,Asian or Pacific Islander,188,2284,8231.17338,,,85+
2015,"San Diego County, CA",85+,Male,Black or African American,55,598,9197.32441,,,85+
2015,"San Diego County, CA",85+,Male,White,2875,20054,14336.29201,,,85+
2015,"San Francisco County, CA",1,Male,White,10,2934,Unreliable,,,1
2015,"San Francisco County, CA",15-24,Male,White,19,19385,Unreliable,,,15-24
2015,"San Francisco County, CA",25-34,Female,White,15,58663,Unreliable,,,25-34
2015,"San Francisco County, CA",25-34,Male,Black or African American,20,5050,396.0396,,,25-34
2015,"San Francisco County, CA",25-34,Male,White,37,67924,54.47265,,,25-34
2015,"San Francisco County, CA",35-44,Female,Asian or Pacific Islander,12,24350,Unreliable,,,35-44
2015,"San Francisco County, CA",35-44,Female,White,33,36158,91.26611,,,35-44
2015,"San Francisco County, CA",35-44,Male,Asian or Pacific Islander,25,20949,119.33744,,,35-44
2015,"San Francisco County, CA",35-44,Male,White,95,46970,202.25676,,,35-44
2015,"San Francisco County, CA",45-54,Female,Asian or Pacific Islander,35,23225,150.69968,,,45-54
2015,"San Francisco County, CA",45-54,Female,Black or African American,23,3172,725.09458,,,45-54
2015,"San Francisco County, CA",45-54,Female,White,41,26322,155.76324,,,45-54
2015,"San Francisco County, CA",45-54,Male,Asian or Pacific Islander,51,20056,254.28799,,,45-54
2015,"San Francisco County, CA",45-54,Male,Black or African American,38,4295,884.74971,,,45-54
2015,"San Francisco County, CA",45-54,Male,White,153,39029,392.01619,,,45-54
2015,"San Francisco County, CA",55-64,Female,Asian or Pacific Islander,58,23464,247.18718,,,55-64
2015,"San Francisco County, CA",55-64,Female,Black or African American,50,3381,1478.85241,,,55-64
2015,"San Francisco County, CA",55-64,Female,White,122,22733,536.66476,,,55-64
2015,"San Francisco County, CA",55-64,Male,Asian or Pacific Islander,111,19775,561.31479,,,55-64
2015,"San Francisco County, CA",55-64,Male,Black or African American,83,4237,1958.93321,,,55-64
2015,"San Francisco County, CA",55-64,Male,White,242,28545,847.7842,,,55-64
2015,"San Francisco County, CA",65-74,Female,Asian or Pacific Islander,92,15900,578.61635,,,65-74
2015,"San Francisco County, CA",65-74,Female,Black or African American,54,2289,2359.10878,,,65-74
2015,"San Francisco County, CA",65-74,Female,White,196,17293,1133.40658,,,65-74
2015,"San Francisco County, CA",65-74,Male,Asian or Pacific Islander,157,12882,1218.75485,,,65-74
2015,"San Francisco County, CA",65-74,Male,Black or African American,71,2175,3264.36782,,,65-74
2015,"San Francisco County, CA",65-74,Male,White,330,17497,1886.03761,,,65-74
2015,"San Francisco County, CA",75-84,Female,Asian or Pacific Islander,281,10861,2587.23874,,,75-84
2015,"San Francisco County, CA",75-84,Female,Black or African American,64,1323,4837.49055,,,75-84
2015,"San Francisco County, CA",75-84,Female,White,254,8962,2834.1888,,,75-84
2015,"San Francisco County, CA",75-84,Male,Asian or Pacific Islander,260,7886,3296.98199,,,75-84
2015,"San Francisco County, CA",75-84,Male,Black or African American,61,1020,5980.39216,,,75-84
2015,"San Francisco County, CA",75-84,Male,White,323,7717,4185.56434,,,75-84
2015,"San Francisco County, CA",85+,Female,Asian or Pacific Islander,498,6132,8121.33072,,,85+
2015,"San Francisco County, CA",85+,Female,Black or African American,92,802,11471.3217,,,85+
2015,"San Francisco County, CA",85+,Female,White,724,5949,12170.11262,,,85+
2015,"San Francisco County, CA",85+,Male,Asian or Pacific Islander,367,3523,10417.25802,,,85+
2015,"San Francisco County, CA",85+,Male,Black or African American,51,366,13934.42623,,,85+
2015,"San Francisco County, CA",85+,Male,White,466,3332,13985.59424,,,85+
2015,"San Joaquin County, CA",1,Female,White,18,3400,Unreliable,,,1
2015,"San Joaquin County, CA",1,Male,White,21,3547,592.04962,,,1
2015,"San Joaquin County, CA",15-24,Male,Black or African American,15,5976,Unreliable,,,15-24
2015,"San Joaquin County, CA",15-24,Male,White,43,38274,112.34781,,,15-24
2015,"San Joaquin County, CA",25-34,Female,White,15,32631,Unreliable,,,25-34
2015,"San Joaquin County, CA",25-34,Male,Asian or Pacific Islander,11,9582,Unreliable,,,25-34
2015,"San Joaquin County, CA",25-34,Male,Black or African American,21,4557,460.82949,,,25-34
2015,"San Joaquin County, CA",25-34,Male,White,69,35370,195.08058,,,25-34
2015,"San Joaquin County, CA",35-44,Female,Black or African American,10,4192,Unreliable,,,35-44
2015,"San Joaquin County, CA",35-44,Female,White,35,31880,109.7867,,,35-44
2015,"San Joaquin County, CA",35-44,Male,Asian or Pacific Islander,16,8381,Unreliable,,,35-44
2015,"San Joaquin County, CA",35-44,Male,Black or African American,15,3980,Unreliable,,,35-44
2015,"San Joaquin County, CA",35-44,Male,White,84,32489,258.54905,,,35-44
2015,"San Joaquin County, CA",45-54,Female,Asian or Pacific Islander,19,8414,Unreliable,,,45-54
2015,"San Joaquin County, CA",45-54,Female,Black or African American,18,4195,Unreliable,,,45-54
2015,"San Joaquin County, CA",45-54,Female,White,118,32526,362.78669,,,45-54
2015,"San Joaquin County, CA",45-54,Male,Asian or Pacific Islander,30,8142,368.45984,,,45-54
2015,"San Joaquin County, CA",45-54,Male,Black or African American,36,4127,872.30434,,,45-54
2015,"San Joaquin County, CA",45-54,Male,White,187,33311,561.37612,,,45-54
2015,"San Joaquin County, CA",55-64,Female,Asian or Pacific Islander,33,7121,463.41806,,,55-64
2015,"San Joaquin County, CA",55-64,Female,Black or African American,45,3623,1242.06459,,,55-64
2015,"San Joaquin County, CA",55-64,Female,White,213,29249,728.23002,,,55-64
2015,"San Joaquin County, CA",55-64,Male,Asian or Pacific Islander,49,6456,758.98389,,,55-64
2015,"San Joaquin County, CA",55-64,Male,Black or African American,62,3388,1829.98819,,,55-64
2015,"San Joaquin County, CA",55-64,Male,White,356,28553,1246.80419,,,55-64
2015,"San Joaquin County, CA",65-74,Female,Asian or Pacific Islander,47,4823,974.4972,,,65-74
2015,"San Joaquin County, CA",65-74,Female,Black or African American,46,2061,2231.92625,,,65-74
2015,"San Joaquin County, CA",65-74,Female,White,362,20055,1805.03615,,,65-74
2015,"San Joaquin County, CA",65-74,Male,Asian or Pacific Islander,74,3903,1895.97745,,,65-74
2015,"San Joaquin County, CA",65-74,Male,Black or African American,62,1723,3598.37493,,,65-74
2015,"San Joaquin County, CA",65-74,Male,White,451,17828,2529.72852,,,65-74
2015,"San Joaquin County, CA",75-84,Female,Asian or Pacific Islander,56,2352,2380.95238,,,75-84
2015,"San Joaquin County, CA",75-84,Female,Black or African American,53,854,6206.08899,,,75-84
2015,"San Joaquin County, CA",75-84,Female,White,446,10757,4146.1374,,,75-84
2015,"San Joaquin County, CA",75-84,Male,Asian or Pacific Islander,81,1760,4602.27273,,,75-84
2015,"San Joaquin County, CA",75-84,Male,Black or African American,39,621,6280.19324,,,75-84
2015,"San Joaquin County, CA",75-84,Male,White,515,8147,6321.34528,,,75-84
2015,"San Joaquin County, CA",85+,Female,Asian or Pacific Islander,93,1064,8740.6015,,,85+
2015,"San Joaquin County, CA",85+,Female,Black or African American,60,379,15831.13456,,,85+
2015,"San Joaquin County, CA",85+,Female,White,790,5915,13355.87489,,,85+
2015,"San Joaquin County, CA",85+,Male,Asian or Pacific Islander,64,633,10110.58452,,,85+
2015,"San Joaquin County, CA",85+,Male,Black or African American,20,170,11764.70588,,,85+
2015,"San Joaquin County, CA",85+,Male,White,555,3330,16666.66667,,,85+
2015,"San Luis Obispo County, CA",15-24,Male,White,10,24404,Unreliable,,,15-24
2015,"San Luis Obispo County, CA",25-34,Male,White,19,15487,Unreliable,,,25-34
2015,"San Luis Obispo County, CA",35-44,Female,White,15,12597,Unreliable,,,35-44
2015,"San Luis Obispo County, CA",35-44,Male,White,21,13935,150.69968,,,35-44
2015,"San Luis Obispo County, CA",45-54,Female,White,56,15005,373.20893,,,45-54
2015,"San Luis Obispo County, CA",45-54,Male,White,72,15187,474.08968,,,45-54
2015,"San Luis Obispo County, CA",55-64,Female,White,98,19571,500.74089,,,55-64
2015,"San Luis Obispo County, CA",55-64,Male,White,161,17594,915.08469,,,55-64
2015,"San Luis Obispo County, CA",65-74,Female,White,150,14609,1026.76432,,,65-74
2015,"San Luis Obispo County, CA",65-74,Male,White,210,13731,1529.38606,,,65-74
2015,"San Luis Obispo County, CA",75-84,Female,White,221,7380,2994.57995,,,75-84
2015,"San Luis Obispo County, CA",75-84,Male,White,245,6087,4024.97125,,,75-84
2015,"San Luis Obispo County, CA",85+,Female,Asian or Pacific Islander,13,146,Unreliable,,,85+
2015,"San Luis Obispo County, CA",85+,Female,White,576,4315,13348.78331,,,85+
2015,"San Luis Obispo County, CA",85+,Male,White,382,2674,14285.71429,,,85+
2015,"San Mateo County, CA",1,Male,White,11,2895,Unreliable,,,1
2015,"San Mateo County, CA",15-24,Male,White,24,27812,86.29369,,,15-24
2015,"San Mateo County, CA",25-34,Female,White,17,29980,Unreliable,,,25-34
2015,"San Mateo County, CA",25-34,Male,White,33,33658,98.04504,,,25-34
2015,"San Mateo County, CA",35-44,Female,Asian or Pacific Islander,11,21597,Unreliable,,,35-44
2015,"San Mateo County, CA",35-44,Female,White,16,31777,Unreliable,,,35-44
2015,"San Mateo County, CA",35-44,Male,Asian or Pacific Islander,15,18979,Unreliable,,,35-44
2015,"San Mateo County, CA",35-44,Male,White,41,34526,118.75109,,,35-44
2015,"San Mateo County, CA",45-54,Female,Asian or Pacific Islander,17,19022,Unreliable,,,45-54
2015,"San Mateo County, CA",45-54,Female,White,66,35634,185.21637,,,45-54
2015,"San Mateo County, CA",45-54,Male,Asian or Pacific Islander,33,15438,213.75826,,,45-54
2015,"San Mateo County, CA",45-54,Male,White,100,36902,270.98802,,,45-54
2015,"San Mateo County, CA",55-64,Female,Asian or Pacific Islander,62,16786,369.35542,,,55-64
2015,"San Mateo County, CA",55-64,Female,White,113,32662,345.96779,,,55-64
2015,"San Mateo County, CA",55-64,Male,Asian or Pacific Islander,71,13466,527.25382,,,55-64
2015,"San Mateo County, CA",55-64,Male,Black or African American,20,1677,1192.60584,,,55-64
2015,"San Mateo County, CA",55-64,Male,White,216,32628,662.00809,,,55-64
2015,"San Mateo County, CA",65-74,Female,Asian or Pacific Islander,61,10879,560.7133,,,65-74
2015,"San Mateo County, CA",65-74,Female,Black or African American,12,1102,Unreliable,,,65-74
2015,"San Mateo County, CA",65-74,Female,White,212,22687,934.45586,,,65-74
2015,"San Mateo County, CA",65-74,Male,Asian or Pacific Islander,94,8271,1136.50103,,,65-74
2015,"San Mateo County, CA",65-74,Male,Black or African American,25,961,2601.45682,,,65-74
2015,"San Mateo County, CA",65-74,Male,White,293,19889,1473.17613,,,65-74
2015,"San Mateo County, CA",75-84,Female,Asian or Pacific Islander,109,5240,2080.15267,,,75-84
2015,"San Mateo County, CA",75-84,Female,Black or African American,22,707,3111.73975,,,75-84
2015,"San Mateo County, CA",75-84,Female,White,386,12802,3015.15388,,,75-84
2015,"San Mateo County, CA",75-84,Male,Asian or Pacific Islander,123,3857,3189.007,,,75-84
2015,"San Mateo County, CA",75-84,Male,Black or African American,29,518,5598.4556,,,75-84
2015,"San Mateo County, CA",75-84,Male,White,419,9842,4257.26478,,,75-84
2015,"San Mateo County, CA",85+,Female,Asian or Pacific Islander,183,2443,7490.79001,,,85+
2015,"San Mateo County, CA",85+,Female,Black or African American,34,322,10559.00621,,,85+
2015,"San Mateo County, CA",85+,Female,White,1039,8326,12478.9815,,,85+
2015,"San Mateo County, CA",85+,Male,Asian or Pacific Islander,120,1389,8639.30886,,,85+
2015,"San Mateo County, CA",85+,Male,Black or African American,22,181,12154.69613,,,85+
2015,"San Mateo County, CA",85+,Male,White,644,4538,14191.27369,,,85+
2015,"Santa Barbara County, CA",1,Female,White,11,2481,Unreliable,,,1
2015,"Santa Barbara County, CA",1,Male,White,16,2589,Unreliable,,,1
2015,"Santa Barbara County, CA",15-24,Female,White,16,36030,Unreliable,,,15-24
2015,"Santa Barbara County, CA",15-24,Male,White,26,37274,69.75372,,,15-24
2015,"Santa Barbara County, CA",25-34,Female,White,17,23612,Unreliable,,,25-34
2015,"Santa Barbara County, CA",25-34,Male,White,33,26920,122.58544,,,25-34
2015,"Santa Barbara County, CA",35-44,Female,White,21,20963,100.1765,,,35-44
2015,"Santa Barbara County, CA",35-44,Male,White,48,22631,212.09845,,,35-44
2015,"Santa Barbara County, CA",45-54,Female,White,52,22640,229.68198,,,45-54
2015,"Santa Barbara County, CA",45-54,Male,White,80,22754,351.58653,,,45-54
2015,"Santa Barbara County, CA",55-64,Female,White,121,23024,525.53857,,,55-64
2015,"Santa Barbara County, CA",55-64,Male,White,184,21820,843.26306,,,55-64
2015,"Santa Barbara County, CA",65-74,Female,White,168,16407,1023.95319,,,65-74
2015,"Santa Barbara County, CA",65-74,Male,White,224,14776,1515.97185,,,65-74
2015,"Santa Barbara County, CA",75-84,Female,Asian or Pacific Islander,12,598,Unreliable,,,75-84
2015,"Santa Barbara County, CA",75-84,Female,Black or African American,11,217,Unreliable,,,75-84
2015,"Santa Barbara County, CA",75-84,Female,White,308,9786,3147.35336,,,75-84
2015,"Santa Barbara County, CA",75-84,Male,White,354,7858,4504.96309,,,75-84
2015,"Santa Barbara County, CA",85+,Female,Asian or Pacific Islander,26,304,8552.63158,,,85+
2015,"Santa Barbara County, CA",85+,Female,Black or African American,12,88,Unreliable,,,85+
2015,"Santa Barbara County, CA",85+,Female,White,723,6177,11704.71102,,,85+
2015,"Santa Barbara County, CA",85+,Male,Asian or Pacific Islander,10,165,Unreliable,,,85+
2015,"Santa Barbara County, CA",85+,Male,White,518,3553,14579.22882,,,85+
2015,"Santa Clara County, CA",1,Female,Asian or Pacific Islander,15,3885,Unreliable,,,1
2015,"Santa Clara County, CA",1,Female,White,17,6934,Unreliable,,,1
